id,bool_col,tinyint_col,smallint_col,int_col,bigint_col,float_col,double_col,date_string_col,string_col,timestamp_col,year,month
6792,true,2,2,2,20,-1.1754944e-38,20.2,11/11/10,2,2010-11-11T01:42:04.510000,2010,11
6793,false,3,3,3,30,8.4970543e15,30.3,11/11/10,3,2010-11-11T01:43:04.530000,2010,11
6794,true,4,4,4,40,-1.1754944e-38,40.4,11/11/10,4,2010-11-11T01:44:04.560000,2010,11
6795,false,5,5,5,50,0.0,50.5,11/11/10,5,2010-11-11T01:45:04.600000,2010,11
6796,true,6,6,6,60,-1.9,60.6,11/11/10,6,2010-11-11T01:46:04.650000,2010,11
6797,false,7,7,7,70,0.99999,70.7,11/11/10,7,2010-11-11T01:47:04.710000,2010,11
6798,true,8,8,8,80,inf,80.8,11/11/10,8,2010-11-11T01:48:04.780000,2010,11
6799,false,9,9,9,90,,90.9,11/11/10,9,2010-11-11T01:49:04.860000,2010,11
6800,true,0,0,0,0,,0.0,11/12/10,0,2010-11-12T01:50:04.950000,2010,11
6801,false,1,1,1,10,7.0836505e16,10.1,11/12/10,1,2010-11-12T01:51:04.950000,2010,11
6802,true,2,2,2,20,1.5,20.2,11/12/10,2,2010-11-12T01:52:04.960000,2010,11
6803,false,3,3,3,30,-inf,30.3,11/12/10,3,2010-11-12T01:53:04.980000,2010,11
6804,true,4,4,4,40,1.15951584e14,40.4,11/12/10,4,2010-11-12T01:54:05.100000,2010,11
6805,false,5,5,5,50,,50.5,11/12/10,5,2010-11-12T01:55:05.500000,2010,11
6806,true,6,6,6,60,0.0,60.6,11/12/10,6,2010-11-12T01:56:05.100000,2010,11
6807,false,7,7,7,70,-0.0,70.7,11/12/10,7,2010-11-12T01:57:05.160000,2010,11
6808,true,8,8,8,80,-0.0,80.8,11/12/10,8,2010-11-12T01:58:05.230000,2010,11
6809,false,9,9,9,90,-5.9604645e-8,90.9,11/12/10,9,2010-11-12T01:59:05.310000,2010,11
6810,true,0,0,0,0,,0.0,11/13/10,0,2010-11-13T02:00:05.400000,2010,11
6811,false,1,1,1,10,0.000061035156,10.1,11/13/10,1,2010-11-13T02:01:05.400000,2010,11
6812,true,2,2,2,20,inf,20.2,11/13/10,2,2010-11-13T02:02:05.410000,2010,11
6813,false,3,3,3,30,0.0,30.3,11/13/10,3,2010-11-13T02:03:05.430000,2010,11
6814,true,4,4,4,40,-0.0,40.4,11/13/10,4,2010-11-13T02:04:05.460000,2010,11
6815,false,5,5,5,50,0.0,50.5,11/13/10,5,2010-11-13T02:05:05.500000,2010,11
6816,true,6,6,6,60,0.0,60.6,11/13/10,6,2010-11-13T02:06:05.550000,2010,11
6817,false,7,7,7,70,-0.5,70.7,11/13/10,7,2010-11-13T02:07:05.610000,2010,11
6818,true,8,8,8,80,10000000.0,80.8,11/13/10,8,2010-11-13T02:08:05.680000,2010,11
6819,false,9,9,9,90,inf,90.9,11/13/10,9,2010-11-13T02:09:05.760000,2010,11
6820,true,0,0,0,0,-inf,0.0,11/14/10,0,2010-11-14T02:10:05.850000,2010,11
6821,false,1,1,1,10,-0.00001,10.1,11/14/10,1,2010-11-14T02:11:05.850000,2010,11
6822,true,2,2,2,20,3.4028235e38,20.2,11/14/10,2,2010-11-14T02:12:05.860000,2010,11
6823,false,3,3,3,30,-1.7004962e16,30.3,11/14/10,3,2010-11-14T02:13:05.880000,2010,11
6824,true,4,4,4,40,-inf,40.4,11/14/10,4,2010-11-14T02:14:05.910000,2010,11
6825,false,5,5,5,50,0.0,50.5,11/14/10,5,2010-11-14T02:15:05.950000,2010,11
6826,true,6,6,6,60,0.0,60.6,11/14/10,6,2010-11-14T02:16:06.000000,2010,11
6827,false,7,7,7,70,-0.0,70.7,11/14/10,7,2010-11-14T02:17:06.600000,2010,11
6828,true,8,8,8,80,-inf,80.8,11/14/10,8,2010-11-14T02:18:06.130000,2010,11
6829,false,9,9,9,90,-0.0,90.9,11/14/10,9,2010-11-14T02:19:06.210000,2010,11
6830,true,0,0,0,0,-inf,0.0,11/15/10,0,2010-11-15T02:20:06.300000,2010,11
6831,false,1,1,1,10,,10.1,11/15/10,1,2010-11-15T02:21:06.300000,2010,11
6832,true,2,2,2,20,0.00001,20.2,11/15/10,2,2010-11-15T02:22:06.310000,2010,11
6833,false,3,3,3,30,1.1,30.3,11/15/10,3,2010-11-15T02:23:06.330000,2010,11
6834,true,4,4,4,40,6.250717e15,40.4,11/15/10,4,2010-11-15T02:24:06.360000,2010,11
6835,false,5,5,5,50,0.0,50.5,11/15/10,5,2010-11-15T02:25:06.400000,2010,11
6836,true,6,6,6,60,,60.6,11/15/10,6,2010-11-15T02:26:06.450000,2010,11
6837,false,7,7,7,70,,70.7,11/15/10,7,2010-11-15T02:27:06.510000,2010,11
6838,true,8,8,8,80,-inf,80.8,11/15/10,8,2010-11-15T02:28:06.580000,2010,11
6839,false,9,9,9,90,-0.33333334,90.9,11/15/10,9,2010-11-15T02:29:06.660000,2010,11
6840,true,0,0,0,0,0.0,0.0,11/16/10,0,2010-11-16T02:30:06.750000,2010,11
6841,false,1,1,1,10,0.0,10.1,11/16/10,1,2010-11-16T02:31:06.750000,2010,11
6842,true,2,2,2,20,0.99999,20.2,11/16/10,2,2010-11-16T02:32:06.760000,2010,11
6843,false,3,3,3,30,inf,30.3,11/16/10,3,2010-11-16T02:33:06.780000,2010,11
6844,true,4,4,4,40,-1.5,40.4,11/16/10,4,2010-11-16T02:34:06.810000,2010,11
6845,false,5,5,5,50,,50.5,11/16/10,5,2010-11-16T02:35:06.850000,2010,11
6846,true,6,6,6,60,-0.0,60.6,11/16/10,6,2010-11-16T02:36:06.900000,2010,11
6847,false,7,7,7,70,5.9604645e-8,70.7,11/16/10,7,2010-11-16T02:37:06.960000,2010,11
6848,true,8,8,8,80,1.9687348e16,80.8,11/16/10,8,2010-11-16T02:38:07.300000,2010,11
6849,false,9,9,9,90,,90.9,11/16/10,9,2010-11-16T02:39:07.110000,2010,11
6850,true,0,0,0,0,2.220446e-16,0.0,11/17/10,0,2010-11-17T02:40:07.200000,2010,11
6851,false,1,1,1,10,-1.1,10.1,11/17/10,1,2010-11-17T02:41:07.200000,2010,11
6852,true,2,2,2,20,,20.2,11/17/10,2,2010-11-17T02:42:07.210000,2010,11
6853,false,3,3,3,30,-0.0,30.3,11/17/10,3,2010-11-17T02:43:07.230000,2010,11
6854,true,4,4,4,40,-9.007199e15,40.4,11/17/10,4,2010-11-17T02:44:07.260000,2010,11
6855,false,5,5,5,50,0.0,50.5,11/17/10,5,2010-11-17T02:45:07.300000,2010,11
6856,true,6,6,6,60,-1.5,60.6,11/17/10,6,2010-11-17T02:46:07.350000,2010,11
6857,false,7,7,7,70,-0.0,70.7,11/17/10,7,2010-11-17T02:47:07.410000,2010,11
6858,true,8,8,8,80,-0.33333334,80.8,11/17/10,8,2010-11-17T02:48:07.480000,2010,11
6859,false,9,9,9,90,0.000061035156,90.9,11/17/10,9,2010-11-17T02:49:07.560000,2010,11
6860,true,0,0,0,0,5.454386e16,0.0,11/18/10,0,2010-11-18T02:50:07.650000,2010,11
6861,false,1,1,1,10,5.9604645e-8,10.1,11/18/10,1,2010-11-18T02:51:07.650000,2010,11
6862,true,2,2,2,20,0.0,20.2,11/18/10,2,2010-11-18T02:52:07.660000,2010,11
6863,false,3,3,3,30,1.1,30.3,11/18/10,3,2010-11-18T02:53:07.680000,2010,11
6864,true,4,4,4,40,1.1754944e-38,40.4,11/18/10,4,2010-11-18T02:54:07.710000,2010,11
6865,false,5,5,5,50,-0.0,50.5,11/18/10,5,2010-11-18T02:55:07.750000,2010,11
6866,true,6,6,6,60,-inf,60.6,11/18/10,6,2010-11-18T02:56:07.800000,2010,11
6867,false,7,7,7,70,,70.7,11/18/10,7,2010-11-18T02:57:07.860000,2010,11
6868,true,8,8,8,80,0.0,80.8,11/18/10,8,2010-11-18T02:58:07.930000,2010,11
6869,false,9,9,9,90,-5.9604645e-8,90.9,11/18/10,9,2010-11-18T02:59:08.100000,2010,11
6870,true,0,0,0,0,,0.0,11/19/10,0,2010-11-19T03:00:08.100000,2010,11
6871,false,1,1,1,10,inf,10.1,11/19/10,1,2010-11-19T03:01:08.100000,2010,11
6872,true,2,2,2,20,-0.33333334,20.2,11/19/10,2,2010-11-19T03:02:08.110000,2010,11
6873,false,3,3,3,30,-0.000061035156,30.3,11/19/10,3,2010-11-19T03:03:08.130000,2010,11
6874,true,4,4,4,40,-9.262052e15,40.4,11/19/10,4,2010-11-19T03:04:08.160000,2010,11
6875,false,5,5,5,50,0.0,50.5,11/19/10,5,2010-11-19T03:05:08.200000,2010,11
6876,true,6,6,6,60,0.99999,60.6,11/19/10,6,2010-11-19T03:06:08.250000,2010,11
6877,false,7,7,7,70,inf,70.7,11/19/10,7,2010-11-19T03:07:08.310000,2010,11
6878,true,8,8,8,80,-inf,80.8,11/19/10,8,2010-11-19T03:08:08.380000,2010,11
6879,false,9,9,9,90,-1.1920929e-7,90.9,11/19/10,9,2010-11-19T03:09:08.460000,2010,11
6880,true,0,0,0,0,0.0,0.0,11/20/10,0,2010-11-20T03:10:08.550000,2010,11
6881,false,1,1,1,10,,10.1,11/20/10,1,2010-11-20T03:11:08.550000,2010,11
6882,true,2,2,2,20,0.0,20.2,11/20/10,2,2010-11-20T03:12:08.560000,2010,11
6883,false,3,3,3,30,0.0,30.3,11/20/10,3,2010-11-20T03:13:08.580000,2010,11
6884,true,4,4,4,40,,40.4,11/20/10,4,2010-11-20T03:14:08.610000,2010,11
6885,false,5,5,5,50,1.1,50.5,11/20/10,5,2010-11-20T03:15:08.650000,2010,11
6886,true,6,6,6,60,0.99999,60.6,11/20/10,6,2010-11-20T03:16:08.700000,2010,11
6887,false,7,7,7,70,1.1920929e-7,70.7,11/20/10,7,2010-11-20T03:17:08.760000,2010,11
6888,true,8,8,8,80,inf,80.8,11/20/10,8,2010-11-20T03:18:08.830000,2010,11
6889,false,9,9,9,90,-5.7504827e16,90.9,11/20/10,9,2010-11-20T03:19:08.910000,2010,11
6890,true,0,0,0,0,2.220446e-16,0.0,11/21/10,0,2010-11-21T03:20:09.000000,2010,11
6891,false,1,1,1,10,,10.1,11/21/10,1,2010-11-21T03:21:09.000000,2010,11
6892,true,2,2,2,20,0.99999,20.2,11/21/10,2,2010-11-21T03:22:09.100000,2010,11
6893,false,3,3,3,30,inf,30.3,11/21/10,3,2010-11-21T03:23:09.300000,2010,11
6894,true,4,4,4,40,2.00001,40.4,11/21/10,4,2010-11-21T03:24:09.600000,2010,11
6895,false,5,5,5,50,,50.5,11/21/10,5,2010-11-21T03:25:09.100000,2010,11
6896,true,6,6,6,60,0.0,60.6,11/21/10,6,2010-11-21T03:26:09.150000,2010,11
6897,false,7,7,7,70,-10000000.0,70.7,11/21/10,7,2010-11-21T03:27:09.210000,2010,11
6898,true,8,8,8,80,0.0,80.8,11/21/10,8,2010-11-21T03:28:09.280000,2010,11
6899,false,9,9,9,90,,90.9,11/21/10,9,2010-11-21T03:29:09.360000,2010,11
6900,true,0,0,0,0,1.1754944e-38,0.0,11/22/10,0,2010-11-22T03:30:09.450000,2010,11
6901,false,1,1,1,10,6.782804e15,10.1,11/22/10,1,2010-11-22T03:31:09.450000,2010,11
6902,true,2,2,2,20,,20.2,11/22/10,2,2010-11-22T03:32:09.460000,2010,11
6903,false,3,3,3,30,-0.0,30.3,11/22/10,3,2010-11-22T03:33:09.480000,2010,11
6904,true,4,4,4,40,0.0,40.4,11/22/10,4,2010-11-22T03:34:09.510000,2010,11
6905,false,5,5,5,50,,50.5,11/22/10,5,2010-11-22T03:35:09.550000,2010,11
6906,true,6,6,6,60,2.533293e16,60.6,11/22/10,6,2010-11-22T03:36:09.600000,2010,11
6907,false,7,7,7,70,0.0,70.7,11/22/10,7,2010-11-22T03:37:09.660000,2010,11
6908,true,8,8,8,80,-inf,80.8,11/22/10,8,2010-11-22T03:38:09.730000,2010,11
6909,false,9,9,9,90,-inf,90.9,11/22/10,9,2010-11-22T03:39:09.810000,2010,11
6910,true,0,0,0,0,0.0,0.0,11/23/10,0,2010-11-23T03:40:09.900000,2010,11
6911,false,1,1,1,10,inf,10.1,11/23/10,1,2010-11-23T03:41:09.900000,2010,11
6912,true,2,2,2,20,6.9778886e16,20.2,11/23/10,2,2010-11-23T03:42:09.910000,2010,11
6913,false,3,3,3,30,-1.1920929e-7,30.3,11/23/10,3,2010-11-23T03:43:09.930000,2010,11
6914,true,4,4,4,40,1.1920929e-7,40.4,11/23/10,4,2010-11-23T03:44:09.960000,2010,11
6915,false,5,5,5,50,-0.0,50.5,11/23/10,5,2010-11-23T03:45:10.000000,2010,11
6916,true,6,6,6,60,-10000000.0,60.6,11/23/10,6,2010-11-23T03:46:10.500000,2010,11
6917,false,7,7,7,70,-0.99999,70.7,11/23/10,7,2010-11-23T03:47:10.110000,2010,11
6918,true,8,8,8,80,-0.0,80.8,11/23/10,8,2010-11-23T03:48:10.180000,2010,11
6919,false,9,9,9,90,-1.3466515e16,90.9,11/23/10,9,2010-11-23T03:49:10.260000,2010,11
6920,true,0,0,0,0,-1.1754944e-38,0.0,11/24/10,0,2010-11-24T03:50:10.350000,2010,11
6921,false,1,1,1,10,1.1754944e-38,10.1,11/24/10,1,2010-11-24T03:51:10.350000,2010,11
6922,true,2,2,2,20,,20.2,11/24/10,2,2010-11-24T03:52:10.360000,2010,11
6923,false,3,3,3,30,inf,30.3,11/24/10,3,2010-11-24T03:53:10.380000,2010,11
6924,true,4,4,4,40,,40.4,11/24/10,4,2010-11-24T03:54:10.410000,2010,11
6925,false,5,5,5,50,-0.0,50.5,11/24/10,5,2010-11-24T03:55:10.450000,2010,11
6926,true,6,6,6,60,1.1754944e-38,60.6,11/24/10,6,2010-11-24T03:56:10.500000,2010,11
6927,false,7,7,7,70,10000000.0,70.7,11/24/10,7,2010-11-24T03:57:10.560000,2010,11
6928,true,8,8,8,80,-0.0,80.8,11/24/10,8,2010-11-24T03:58:10.630000,2010,11
6929,false,9,9,9,90,,90.9,11/24/10,9,2010-11-24T03:59:10.710000,2010,11
6930,true,0,0,0,0,,0.0,11/25/10,0,2010-11-25T04:00:10.800000,2010,11
6931,false,1,1,1,10,2.372965,10.1,11/25/10,1,2010-11-25T04:01:10.800000,2010,11
6932,true,2,2,2,20,2.442773e16,20.2,11/25/10,2,2010-11-25T04:02:10.810000,2010,11
6933,false,3,3,3,30,-5.681584e16,30.3,11/25/10,3,2010-11-25T04:03:10.830000,2010,11
6934,true,4,4,4,40,inf,40.4,11/25/10,4,2010-11-25T04:04:10.860000,2010,11
6935,false,5,5,5,50,0.0,50.5,11/25/10,5,2010-11-25T04:05:10.900000,2010,11
6936,true,6,6,6,60,0.0,60.6,11/25/10,6,2010-11-25T04:06:10.950000,2010,11
6937,false,7,7,7,70,-9.007199e15,70.7,11/25/10,7,2010-11-25T04:07:11.100000,2010,11
6938,true,8,8,8,80,-4.1411673e36,80.8,11/25/10,8,2010-11-25T04:08:11.800000,2010,11
6939,false,9,9,9,90,4.6598913e16,90.9,11/25/10,9,2010-11-25T04:09:11.160000,2010,11
6940,true,0,0,0,0,-10000000.0,0.0,11/26/10,0,2010-11-26T04:10:11.250000,2010,11
6941,false,1,1,1,10,-0.0,10.1,11/26/10,1,2010-11-26T04:11:11.250000,2010,11
6942,true,2,2,2,20,-3.4028235e38,20.2,11/26/10,2,2010-11-26T04:12:11.260000,2010,11
6943,false,3,3,3,30,-0.33333334,30.3,11/26/10,3,2010-11-26T04:13:11.280000,2010,11
6944,true,4,4,4,40,0.0,40.4,11/26/10,4,2010-11-26T04:14:11.310000,2010,11
6945,false,5,5,5,50,-5.9604645e-8,50.5,11/26/10,5,2010-11-26T04:15:11.350000,2010,11
6946,true,6,6,6,60,-inf,60.6,11/26/10,6,2010-11-26T04:16:11.400000,2010,11
6947,false,7,7,7,70,0.99999,70.7,11/26/10,7,2010-11-26T04:17:11.460000,2010,11
6948,true,8,8,8,80,0.0,80.8,11/26/10,8,2010-11-26T04:18:11.530000,2010,11
6949,false,9,9,9,90,-1.1920929e-7,90.9,11/26/10,9,2010-11-26T04:19:11.610000,2010,11
6950,true,0,0,0,0,-1.1,0.0,11/27/10,0,2010-11-27T04:20:11.700000,2010,11
6951,false,1,1,1,10,6.5872425e16,10.1,11/27/10,1,2010-11-27T04:21:11.700000,2010,11
6952,true,2,2,2,20,inf,20.2,11/27/10,2,2010-11-27T04:22:11.710000,2010,11
6953,false,3,3,3,30,,30.3,11/27/10,3,2010-11-27T04:23:11.730000,2010,11
6954,true,4,4,4,40,,40.4,11/27/10,4,2010-11-27T04:24:11.760000,2010,11
6955,false,5,5,5,50,-5.7504505e16,50.5,11/27/10,5,2010-11-27T04:25:11.800000,2010,11
6956,true,6,6,6,60,0.00001,60.6,11/27/10,6,2010-11-27T04:26:11.850000,2010,11
6957,false,7,7,7,70,-0.0,70.7,11/27/10,7,2010-11-27T04:27:11.910000,2010,11
6958,true,8,8,8,80,-0.0,80.8,11/27/10,8,2010-11-27T04:28:11.980000,2010,11
6959,false,9,9,9,90,1.1,90.9,11/27/10,9,2010-11-27T04:29:12.600000,2010,11
6960,true,0,0,0,0,1.1,0.0,11/28/10,0,2010-11-28T04:30:12.150000,2010,11
